client_id,age,job,marital,education,credit_default,mortgage,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome,last_contact_date
42,38,admin_,single,professional_course,False,False,160,1,0,False,93.994,4.857,False,2022-05-22
43,57,admin_,married,university_degree,False,False,212,1,0,False,93.994,4.857,False,2022-05-01
44,44,admin_,married,university_degree,False,True,188,1,0,False,93.994,4.857,False,2022-05-17
45,42,technician,single,professional_course,False,False,22,1,0,False,93.994,4.857,False,2022-05-28
46,57,admin_,married,university_degree,False,True,616,1,0,False,93.994,4.857,False,2022-05-15
47,40,blue-collar,married,basic_9y,False,False,178,1,0,False,93.994,4.857,False,2022-05-03
48,35,admin_,married,university_degree,False,True,355,1,0,False,93.994,4.857,False,2022-05-26
49,45,blue-collar,married,basic_9y,False,True,225,2,0,False,93.994,4.857,False,2022-05-26
50,54,admin_,married,high_school,False,False,160,1,0,False,93.994,4.857,False,2022-05-03
51,39,housemaid,married,basic_4y,False,False,266,1,0,False,93.994,4.857,False,2022-05-09
52,60,admin_,married,high_school,False,False,253,1,0,False,93.994,4.857,False,2022-05-11
53,53,admin_,single,professional_course,False,False,179,1,0,False,93.994,4.857,False,2022-05-13
54,55,blue-collar,married,basic_4y,False,False,269,2,0,False,93.994,4.857,False,2022-05-12
55,55,technician,married,professional_course,False,True,135,1,0,False,93.994,4.857,False,2022-05-08
56,50,management,married,university_degree,False,False,161,1,0,False,93.994,4.857,False,2022-05-17
57,45,services,married,high_school,False,True,787,1,0,False,93.994,4.857,False,2022-05-08
58,55,unemployed,married,professional_course,False,True,145,1,0,False,93.994,4.857,False,2022-05-08
59,25,technician,single,university_degree,False,True,174,1,0,False,93.994,4.857,False,2022-05-18
60,47,entrepreneur,married,university_degree,False,False,449,1,0,False,93.994,4.857,False,2022-05-03
61,51,blue-collar,married,basic_9y,False,True,812,1,0,False,93.994,4.857,False,2022-05-23
62,42,blue-collar,married,basic_6y,False,True,164,1,0,False,93.994,4.857,False,2022-05-27
63,42,blue-collar,married,basic_6y,False,False,366,1,0,False,93.994,4.857,False,2022-05-29
64,48,admin_,married,high_school,False,False,357,1,0,False,93.994,4.857,False,2022-05-19
65,37,admin_,married,university_degree,False,False,232,1,0,False,93.994,4.857,False,2022-05-15
66,44,blue-collar,single,basic_9y,False,True,91,1,0,False,93.994,4.857,False,2022-05-16
67,33,admin_,married,,False,True,273,1,0,False,93.994,4.857,False,2022-05-21
68,56,admin_,married,basic_9y,False,True,158,2,0,False,93.994,4.857,False,2022-05-29
69,44,blue-collar,single,basic_4y,False,True,177,1,0,False,93.994,4.857,False,2022-05-04
70,41,management,married,basic_6y,False,False,200,1,0,False,93.994,4.857,False,2022-05-28
71,44,management,divorced,university_degree,False,True,172,1,0,False,93.994,4.857,False,2022-05-26
72,47,admin_,married,university_degree,False,True,176,1,0,False,93.994,4.857,False,2022-05-18
73,57,unknown,married,,False,False,211,1,0,False,93.994,4.857,False,2022-05-14
74,37,admin_,married,university_degree,False,True,214,1,0,False,93.994,4.857,False,2022-05-26
75,41,blue-collar,divorced,basic_4y,False,True,1575,1,0,False,93.994,4.857,True,2022-05-20
76,55,technician,married,university_degree,False,False,349,1,0,False,93.994,4.857,False,2022-05-16
77,33,services,married,high_school,False,True,337,2,0,False,93.994,4.857,False,2022-05-28
78,55,management,married,,False,True,272,1,0,False,93.994,4.857,False,2022-05-30
79,42,blue-collar,married,basic_9y,False,False,208,1,0,False,93.994,4.857,False,2022-05-21
80,50,blue-collar,married,basic_4y,False,True,193,1,0,False,93.994,4.857,False,2022-05-29
81,51,blue-collar,married,basic_4y,False,False,212,1,0,False,93.994,4.857,False,2022-05-29
82,38,admin_,married,high_school,False,False,165,2,0,False,93.994,4.857,False,2022-05-27
83,49,entrepreneur,married,university_degree,False,True,1042,1,0,False,93.994,4.857,True,2022-05-06
84,38,technician,single,university_degree,False,False,20,1,0,False,93.994,4.857,False,2022-05-23
85,31,admin_,divorced,high_school,False,False,246,1,0,False,93.994,4.857,False,2022-05-12
86,41,management,married,basic_6y,False,False,529,2,0,False,93.994,4.857,False,2022-05-23
87,39,admin_,married,university_degree,False,True,192,1,0,False,93.994,4.857,False,2022-05-21
88,49,technician,married,basic_9y,False,False,1467,1,0,False,93.994,4.857,True,2022-05-19
89,34,admin_,married,high_school,False,True,188,2,0,False,93.994,4.857,False,2022-05-17
90,35,admin_,married,university_degree,False,True,180,2,0,False,93.994,4.857,False,2022-05-29
91,57,unknown,married,,False,True,48,1,0,False,93.994,4.857,False,2022-05-05
92,60,admin_,married,,False,False,213,2,0,False,93.994,4.857,False,2022-05-02
93,33,unemployed,married,basic_9y,False,False,545,1,0,False,93.994,4.857,False,2022-05-27
94,42,blue-collar,married,basic_6y,False,False,583,1,0,False,93.994,4.857,False,2022-05-28
95,45,services,married,professional_course,False,True,221,1,0,False,93.994,4.857,False,2022-05-25
96,42,management,married,university_degree,False,False,426,1,0,False,93.994,4.857,False,2022-05-17
97,53,admin_,divorced,university_degree,False,False,287,1,0,False,93.994,4.857,False,2022-05-27
98,37,technician,single,professional_course,False,False,197,1,0,False,93.994,4.857,False,2022-05-30
99,44,blue-collar,married,basic_6y,False,False,257,1,0,False,93.994,4.857,False,2022-05-03
100,54,services,married,,False,True,229,1,0,False,93.994,4.857,False,2022-05-25
101,49,blue-collar,married,basic_4y,False,False,55,3,0,False,93.994,4.857,False,2022-05-30
102,54,services,married,,False,False,400,1,0,False,93.994,4.857,False,2022-05-27
103,52,admin_,divorced,university_degree,False,False,197,1,0,False,93.994,4.857,False,2022-05-19
104,52,admin_,divorced,university_degree,False,False,190,1,0,False,93.994,4.857,False,2022-05-24
105,43,services,single,high_school,False,False,21,1,0,False,93.994,4.857,False,2022-05-08
106,34,housemaid,married,basic_6y,False,True,300,2,0,False,93.994,4.857,False,2022-05-22
107,35,admin_,married,high_school,False,True,123,2,0,False,93.994,4.857,False,2022-05-09
108,42,entrepreneur,married,,False,True,293,1,0,False,93.994,4.857,False,2022-05-15
109,43,technician,married,,False,True,325,1,0,False,93.994,4.857,False,2022-05-09
110,60,retired,divorced,university_degree,False,False,514,1,0,False,93.994,4.857,False,2022-05-04
111,58,unemployed,married,basic_4y,False,False,849,2,0,False,93.994,4.857,False,2022-05-01
112,35,services,divorced,high_school,False,True,194,1,0,False,93.994,4.857,False,2022-05-25
113,55,blue-collar,married,basic_9y,False,True,212,2,0,False,93.994,4.857,False,2022-05-04
114,37,management,married,university_degree,False,False,337,2,0,False,93.994,4.857,False,2022-05-06
115,36,blue-collar,married,high_school,False,False,286,1,0,False,93.994,4.857,False,2022-05-20
116,52,admin_,divorced,university_degree,False,False,247,2,0,False,93.994,4.857,False,2022-05-31
117,57,blue-collar,divorced,,False,True,518,1,0,False,93.994,4.857,False,2022-05-24
118,56,admin_,married,,False,True,364,1,0,False,93.994,4.857,False,2022-05-06
119,48,blue-collar,divorced,basic_4y,False,True,178,1,0,False,93.994,4.857,False,2022-05-26
120,40,blue-collar,married,high_school,False,True,98,1,0,False,93.994,4.857,False,2022-05-21
121,49,blue-collar,divorced,high_school,False,False,439,1,0,False,93.994,4.857,False,2022-05-01
122,41,services,married,high_school,False,False,139,1,0,False,93.994,4.857,False,2022-05-18
123,45,technician,married,high_school,False,True,79,1,0,False,93.994,4.857,False,2022-05-09
124,32,admin_,married,university_degree,False,True,175,1,0,False,93.994,4.857,False,2022-05-26
125,42,admin_,married,university_degree,False,False,262,2,0,False,93.994,4.857,False,2022-05-21
126,50,admin_,married,basic_6y,False,False,61,1,0,False,93.994,4.857,False,2022-05-31
127,31,technician,divorced,professional_course,False,True,78,1,0,False,93.994,4.857,False,2022-05-24
128,56,retired,married,basic_4y,False,True,102,2,0,False,93.994,4.857,False,2022-05-23
129,41,technician,married,professional_course,False,True,579,1,0,False,93.994,4.857,True,2022-05-12
130,37,blue-collar,married,basic_6y,False,True,143,1,0,False,93.994,4.857,False,2022-05-29
131,41,technician,married,professional_course,False,False,677,1,0,False,93.994,4.857,False,2022-05-20
132,35,blue-collar,married,,False,True,267,1,0,False,93.994,4.857,False,2022-05-22
133,37,blue-collar,married,basic_6y,False,True,345,1,0,False,93.994,4.857,False,2022-05-12
134,52,management,married,university_degree,False,False,185,1,0,False,93.994,4.857,False,2022-05-19
135,39,management,divorced,university_degree,False,False,207,1,0,False,93.994,4.857,False,2022-05-05
136,39,housemaid,married,basic_4y,False,False,69,2,0,False,93.994,4.857,False,2022-05-26
137,56,blue-collar,married,basic_4y,False,False,100,2,0,False,93.994,4.857,False,2022-05-19
138,34,services,married,high_school,False,True,125,2,0,False,93.994,4.857,False,2022-05-28
139,45,blue-collar,married,basic_9y,False,True,461,1,0,False,93.994,4.857,True,2022-05-27
140,43,unemployed,single,university_degree,False,True,240,1,0,False,93.994,4.857,False,2022-05-16
141,56,management,married,,False,True,70,1,0,False,93.994,4.857,False,2022-05-22
142,39,management,married,university_degree,False,True,193,1,0,False,93.994,4.857,False,2022-05-24
143,53,blue-collar,married,basic_4y,False,True,136,1,0,False,93.994,4.857,False,2022-05-17
144,38,unknown,divorced,high_school,False,True,73,1,0,False,93.994,4.857,False,2022-05-24
145,42,blue-collar,married,basic_4y,False,True,528,1,0,False,93.994,4.857,False,2022-05-06
146,42,blue-collar,married,basic_4y,False,False,541,1,0,False,93.994,4.857,False,2022-05-11
147,35,admin_,single,high_school,False,True,338,1,0,False,93.994,4.857,False,2022-05-16
148,40,admin_,married,university_degree,False,True,163,1,0,False,93.994,4.857,False,2022-05-28
149,51,blue-collar,married,basic_4y,False,True,87,1,0,False,93.994,4.857,False,2022-05-25
150,60,blue-collar,married,basic_9y,False,False,301,1,0,False,93.994,4.857,False,2022-05-03
151,56,entrepreneur,married,,False,True,46,1,0,False,93.994,4.857,False,2022-05-22
152,39,services,divorced,high_school,False,True,52,1,0,False,93.994,4.857,False,2022-05-08
153,56,entrepreneur,married,,False,False,204,1,0,False,93.994,4.857,False,2022-05-03
154,40,blue-collar,married,,False,True,155,1,0,False,93.994,4.857,False,2022-05-12
155,36,blue-collar,married,basic_9y,False,True,98,1,0,False,93.994,4.857,False,2022-05-15
156,51,blue-collar,married,,False,True,71,1,0,False,93.994,4.857,False,2022-05-25
157,51,blue-collar,married,,False,False,243,1,0,False,93.994,4.857,False,2022-05-29
158,43,technician,single,professional_course,False,True,186,2,0,False,93.994,4.857,False,2022-05-07
159,59,services,married,high_school,False,False,579,2,0,False,93.994,4.857,False,2022-05-27
160,24,management,single,university_degree,False,True,165,2,0,False,93.994,4.857,False,2022-05-03
161,37,blue-collar,single,basic_9y,False,True,163,2,0,False,93.994,4.857,False,2022-05-09
162,40,blue-collar,married,basic_9y,False,False,46,1,0,False,93.994,4.857,False,2022-05-29
163,42,blue-collar,married,basic_9y,False,False,559,3,0,False,93.994,4.857,False,2022-05-15
164,39,services,divorced,high_school,False,False,2033,1,0,False,93.994,4.857,False,2022-05-18
165,37,entrepreneur,married,basic_6y,False,False,85,1,0,False,93.994,4.857,False,2022-05-22
166,38,services,married,high_school,False,True,506,1,0,False,93.994,4.857,False,2022-05-04
167,56,admin_,divorced,,False,False,114,2,0,False,93.994,4.857,False,2022-05-12
168,40,blue-collar,married,,False,False,114,2,0,False,93.994,4.857,False,2022-05-19
169,54,management,divorced,university_degree,False,True,843,2,0,False,93.994,4.857,False,2022-05-25
170,43,blue-collar,married,high_school,False,False,181,1,0,False,93.994,4.857,False,2022-05-12
171,36,services,married,high_school,False,False,427,1,0,False,93.994,4.857,False,2022-05-05
172,45,technician,married,university_degree,False,True,292,1,0,False,93.994,4.857,False,2022-05-24
173,42,admin_,single,university_degree,False,False,192,1,0,False,93.994,4.857,False,2022-05-07
174,43,services,married,high_school,False,False,93,3,0,False,93.994,4.857,False,2022-05-02
175,46,management,married,basic_9y,False,False,128,2,0,False,93.994,4.857,False,2022-05-09
176,44,services,married,high_school,False,True,107,1,0,False,93.994,4.857,False,2022-05-29
177,51,admin_,single,basic_6y,False,False,303,2,0,False,93.994,4.857,False,2022-05-13
178,28,services,married,high_school,False,True,81,1,0,False,93.994,4.857,False,2022-05-11
179,37,blue-collar,married,basic_9y,False,False,270,1,0,False,93.994,4.857,False,2022-05-30
180,34,technician,married,high_school,False,False,228,1,0,False,93.994,4.857,False,2022-05-12
181,46,blue-collar,married,basic_6y,False,True,240,1,0,False,93.994,4.857,False,2022-05-31
182,42,blue-collar,married,basic_9y,False,True,673,2,0,False,93.994,4.857,True,2022-05-20
183,36,admin_,married,university_degree,False,True,233,3,0,False,93.994,4.857,False,2022-05-08
184,54,blue-collar,married,basic_4y,False,False,102,1,0,False,93.994,4.857,False,2022-05-13
185,57,management,married,university_degree,False,False,461,1,0,False,93.994,4.857,False,2022-05-19
186,51,technician,married,basic_6y,False,False,250,1,0,False,93.994,4.857,False,2022-05-20
187,54,retired,married,high_school,False,False,130,1,0,False,93.994,4.857,False,2022-05-03
188,49,blue-collar,married,basic_4y,False,False,252,1,0,False,93.994,4.857,False,2022-05-18
189,34,admin_,married,university_degree,False,True,138,1,0,False,93.994,4.857,False,2022-05-19
190,41,technician,married,professional_course,False,False,412,1,0,False,93.994,4.857,False,2022-05-10
191,38,blue-collar,single,basic_9y,False,True,179,2,0,False,93.994,4.857,False,2022-05-19
192,45,management,divorced,university_degree,False,False,19,2,0,False,93.994,4.857,False,2022-05-07
193,42,technician,married,university_degree,False,False,228,2,0,False,93.994,4.857,False,2022-05-26
194,34,blue-collar,single,basic_9y,False,True,55,1,0,False,93.994,4.857,False,2022-05-31
195,48,blue-collar,married,basic_4y,False,True,717,1,0,False,93.994,4.857,False,2022-05-06
196,37,admin_,married,high_school,False,True,313,1,0,False,93.994,4.857,False,2022-05-07
197,34,blue-collar,single,basic_9y,False,False,289,1,0,False,93.994,4.857,False,2022-05-29
198,40,admin_,married,basic_9y,False,True,683,2,0,False,93.994,4.857,False,2022-05-25
199,43,blue-collar,married,basic_6y,False,True,1077,1,0,False,93.994,4.857,False,2022-05-29
200,33,services,married,high_school,False,False,146,2,0,False,93.994,4.857,False,2022-05-09
201,32,services,single,basic_6y,False,False,167,1,0,False,93.994,4.857,False,2022-05-15
202,39,blue-collar,married,high_school,False,True,356,2,0,False,93.994,4.857,False,2022-05-20
203,43,admin_,married,,False,False,277,1,0,False,93.994,4.857,False,2022-05-13
204,44,blue-collar,married,basic_9y,False,True,172,1,0,False,93.994,4.857,False,2022-05-09
205,35,student,single,university_degree,False,False,218,1,0,False,93.994,4.857,False,2022-05-10
206,35,student,single,university_degree,False,True,217,1,0,False,93.994,4.857,False,2022-05-04
207,35,unemployed,married,professional_course,False,False,67,1,0,False,93.994,4.857,False,2022-05-26
208,36,services,single,basic_4y,False,False,291,1,0,False,93.994,4.857,False,2022-05-08
209,35,student,single,university_degree,False,True,248,1,0,False,93.994,4.857,False,2022-05-24
210,36,student,single,basic_9y,False,True,256,1,0,False,93.994,4.857,False,2022-05-19
211,55,housemaid,divorced,university_degree,False,False,286,1,0,False,93.994,4.857,False,2022-05-25
212,59,admin_,married,university_degree,False,False,477,1,0,False,93.994,4.857,False,2022-05-31
213,57,retired,married,,False,False,611,2,0,False,93.994,4.857,False,2022-05-05
214,39,blue-collar,married,professional_course,False,True,471,1,0,False,93.994,4.857,False,2022-05-14
215,39,housemaid,married,basic_4y,False,True,381,2,0,False,93.994,4.857,False,2022-05-22
216,30,blue-collar,single,,False,True,251,1,0,False,93.994,4.857,False,2022-05-02
217,30,blue-collar,single,,False,True,408,1,0,False,93.994,4.857,False,2022-05-20
218,50,housemaid,married,basic_4y,False,False,287,1,0,False,93.994,4.857,False,2022-05-29
219,40,services,married,high_school,False,False,322,3,0,False,93.994,4.857,False,2022-05-09
220,35,admin_,married,high_school,False,True,216,2,0,False,93.994,4.857,False,2022-05-20
221,43,technician,married,,False,False,366,2,0,False,93.994,4.857,False,2022-05-26
222,36,services,single,basic_6y,False,True,210,1,0,False,93.994,4.857,False,2022-05-26
223,46,technician,married,basic_4y,False,True,288,1,0,False,93.994,4.857,False,2022-05-19
224,40,technician,married,basic_9y,False,False,168,1,0,False,93.994,4.857,False,2022-05-15
225,58,retired,married,university_degree,False,False,132,1,0,False,93.994,4.857,False,2022-05-17
226,42,technician,married,university_degree,False,False,64,2,0,False,93.994,4.857,False,2022-05-26
227,35,admin_,single,university_degree,False,False,209,2,0,False,93.994,4.857,False,2022-05-08
228,43,retired,married,basic_4y,False,False,410,3,0,False,93.994,4.857,False,2022-05-09
229,45,blue-collar,married,basic_4y,False,True,177,1,0,False,93.994,4.857,False,2022-05-19
230,39,admin_,married,professional_course,False,True,580,2,0,False,93.994,4.857,False,2022-05-06
231,50,services,divorced,professional_course,False,True,165,1,0,False,93.994,4.857,False,2022-05-23
232,32,management,divorced,basic_4y,False,True,127,2,0,False,93.994,4.857,False,2022-05-27
233,39,admin_,married,high_school,False,False,357,1,0,False,93.994,4.857,False,2022-05-17
234,52,self-employed,married,university_degree,False,False,175,1,0,False,93.994,4.857,False,2022-05-10
235,44,admin_,married,professional_course,False,True,300,1,0,False,93.994,4.857,False,2022-05-06
236,56,blue-collar,married,basic_4y,False,False,136,1,0,False,93.994,4.857,False,2022-05-19
237,48,admin_,married,high_school,False,False,125,2,0,False,93.994,4.857,False,2022-05-24
238,33,services,married,high_school,False,False,189,2,0,False,93.994,4.857,False,2022-05-04
239,43,management,married,university_degree,False,False,213,3,0,False,93.994,4.857,False,2022-05-02
240,57,retired,married,high_school,False,False,238,2,0,False,93.994,4.857,False,2022-05-10
241,36,technician,single,professional_course,False,False,124,1,0,False,93.994,4.857,False,2022-05-04
242,34,management,married,university_degree,False,True,18,1,0,False,93.994,4.857,False,2022-05-02
243,34,services,single,basic_9y,False,False,730,2,0,False,93.994,4.857,False,2022-05-17
244,30,technician,married,university_degree,False,False,40,1,0,False,93.994,4.857,False,2022-05-11
245,33,services,divorced,,False,False,181,2,0,False,93.994,4.857,False,2022-05-16
246,32,technician,single,professional_course,False,False,79,1,0,False,93.994,4.857,False,2022-05-20
247,36,technician,single,high_school,False,True,142,2,0,False,93.994,4.857,False,2022-05-06
248,36,blue-collar,single,high_school,False,False,389,1,0,False,93.994,4.857,False,2022-05-10
249,33,services,single,high_school,False,False,702,1,0,False,93.994,4.857,False,2022-05-24
250,40,technician,divorced,professional_course,False,False,151,1,0,False,93.994,4.857,False,2022-05-23
251,41,blue-collar,married,basic_4y,False,True,211,1,0,False,93.994,4.857,False,2022-05-07
252,51,services,married,basic_6y,False,True,117,1,0,False,93.994,4.857,False,2022-05-26
253,36,technician,married,professional_course,False,True,232,3,0,False,93.994,4.857,False,2022-05-24
254,28,services,married,,False,False,408,2,0,False,93.994,4.857,False,2022-05-08
255,53,services,married,high_school,False,True,370,3,0,False,93.994,4.857,False,2022-05-15
256,58,blue-collar,married,basic_9y,False,True,179,2,0,False,93.994,4.857,False,2022-05-06
257,45,management,married,basic_9y,False,False,46,1,0,False,93.994,4.857,False,2022-05-01
258,43,technician,married,,False,True,200,1,0,False,93.994,4.857,False,2022-05-22
259,33,admin_,married,high_school,False,False,50,1,0,False,93.994,4.857,False,2022-05-04
260,33,admin_,married,high_school,False,False,181,1,0,False,93.994,4.857,False,2022-05-07
261,27,blue-collar,single,basic_6y,False,False,119,1,0,False,93.994,4.857,False,2022-05-26
262,42,technician,married,high_school,False,False,361,1,0,False,93.994,4.857,False,2022-05-17
263,43,admin_,divorced,basic_9y,False,False,73,3,0,False,93.994,4.857,False,2022-05-16
264,42,admin_,married,university_degree,False,False,67,2,0,False,93.994,4.857,False,2022-05-24
265,27,blue-collar,single,basic_6y,False,False,350,1,0,False,93.994,4.857,False,2022-05-10
266,34,self-employed,single,university_degree,False,True,150,2,0,False,93.994,4.857,False,2022-05-18
267,31,student,single,university_degree,False,False,332,2,0,False,93.994,4.857,False,2022-05-09
268,54,management,divorced,university_degree,False,False,611,2,0,False,93.994,4.857,False,2022-05-13
269,40,self-employed,married,basic_4y,False,False,58,3,0,False,93.994,4.857,False,2022-05-25
270,52,unemployed,married,high_school,False,True,151,1,0,False,93.994,4.857,False,2022-05-26
271,47,management,divorced,university_degree,False,False,89,2,0,False,93.994,4.857,False,2022-05-10
272,49,housemaid,married,basic_9y,False,False,152,1,0,False,93.994,4.857,False,2022-05-05
273,32,admin_,single,high_school,False,False,611,2,0,False,93.994,4.857,False,2022-05-25
274,49,housemaid,single,high_school,False,True,110,2,0,False,93.994,4.857,False,2022-05-28
275,50,blue-collar,married,basic_9y,False,False,463,1,0,False,93.994,4.857,False,2022-05-16
276,34,services,married,high_school,False,False,962,1,0,False,93.994,4.857,False,2022-05-08
277,55,blue-collar,married,basic_4y,False,False,102,2,0,False,93.994,4.857,False,2022-05-22
278,47,technician,single,basic_9y,False,False,10,4,0,False,93.994,4.857,False,2022-05-04
279,51,retired,married,professional_course,False,False,118,3,0,False,93.994,4.857,False,2022-05-31
280,47,blue-collar,married,basic_6y,False,False,92,2,0,False,93.994,4.857,False,2022-05-04
281,56,technician,married,basic_4y,False,True,143,3,0,False,93.994,4.857,False,2022-05-10
282,53,admin_,married,basic_9y,False,False,189,3,0,False,93.994,4.857,False,2022-05-09
283,36,blue-collar,married,basic_9y,False,True,75,2,0,False,93.994,4.857,False,2022-05-18
284,42,blue-collar,divorced,basic_9y,False,True,189,2,0,False,93.994,4.857,False,2022-05-28
285,44,blue-collar,divorced,basic_6y,False,False,55,2,0,False,93.994,4.857,False,2022-05-11
286,39,housemaid,married,basic_9y,False,True,935,3,0,False,93.994,4.857,True,2022-05-31
287,37,admin_,single,high_school,False,True,56,2,0,False,93.994,4.857,False,2022-05-25
288,60,blue-collar,married,,False,True,5,2,0,False,93.994,4.857,False,2022-05-15
289,36,services,married,high_school,False,False,225,2,0,False,93.994,4.857,False,2022-05-23
290,42,management,divorced,university_degree,False,True,125,2,0,False,93.994,4.857,False,2022-05-07
291,31,admin_,married,high_school,False,True,286,2,0,False,93.994,4.857,False,2022-05-09
292,53,technician,divorced,professional_course,False,False,206,2,0,False,93.994,4.857,False,2022-05-15
293,45,blue-collar,married,basic_4y,False,True,164,2,0,False,93.994,4.857,False,2022-05-16
294,37,technician,single,professional_course,False,True,98,2,0,False,93.994,4.857,False,2022-05-05
295,47,self-employed,married,professional_course,False,False,446,2,0,False,93.994,4.857,False,2022-05-03
296,49,blue-collar,divorced,high_school,False,False,742,2,0,False,93.994,4.857,False,2022-05-31
297,36,admin_,married,university_degree,False,True,120,2,0,False,93.994,4.857,False,2022-05-06
298,35,services,divorced,high_school,False,False,122,3,0,False,93.994,4.857,False,2022-05-13
299,38,unknown,married,,False,False,362,4,0,False,93.994,4.857,False,2022-05-25
300,38,services,single,high_school,False,False,357,2,0,False,93.994,4.857,False,2022-05-19
301,50,blue-collar,divorced,high_school,False,False,200,2,0,False,93.994,4.857,False,2022-05-27
302,59,retired,married,professional_course,False,False,107,2,0,False,93.994,4.857,False,2022-05-05
303,43,unknown,married,,False,True,267,2,0,False,93.994,4.857,False,2022-05-13
304,42,admin_,married,high_school,False,True,248,2,0,False,93.994,4.857,False,2022-05-22
305,40,admin_,married,basic_6y,False,True,215,2,0,False,93.994,4.857,False,2022-05-08
306,46,blue-collar,married,,False,False,209,2,0,False,93.994,4.857,False,2022-05-22
307,57,housemaid,divorced,basic_4y,False,True,205,2,0,False,93.994,4.857,False,2022-05-15
308,42,admin_,married,university_degree,False,True,261,3,0,False,93.994,4.857,False,2022-05-09
309,41,blue-collar,married,basic_4y,False,True,83,2,0,False,93.994,4.857,False,2022-05-20
310,54,management,divorced,university_degree,False,True,106,3,0,False,93.994,4.857,False,2022-05-13
311,27,admin_,single,university_degree,False,False,106,2,0,False,93.994,4.857,False,2022-05-27
312,36,admin_,married,high_school,False,False,108,2,0,False,93.994,4.857,False,2022-05-28
313,58,blue-collar,married,professional_course,False,True,214,2,0,False,93.994,4.857,False,2022-05-17
